Start time UTC,End time UTC,Total generation
2023-12-01T00:00:00.000Z,2023-12-01T00:15:00.000Z,3483.92
2023-12-01T00:15:00.000Z,2023-12-01T00:30:00.000Z,3401.02
2023-12-01T00:30:00.000Z,2023-12-01T00:45:00.000Z,3316.2
2023-12-01T00:45:00.000Z,2023-12-01T01:00:00.000Z,3275.78
2023-12-01T01:00:00.000Z,2023-12-01T01:15:00.000Z,3266.78
2023-12-01T01:15:00.000Z,2023-12-01T01:30:00.000Z,3216.2200000000003
2023-12-01T01:30:00.000Z,2023-12-01T01:45:00.000Z,3235.12
2023-12-01T01:45:00.000Z,2023-12-01T02:00:00.000Z,3217.98
2023-12-01T02:00:00.000Z,2023-12-01T02:15:00.000Z,3180.62
2023-12-01T02:15:00.000Z,2023-12-01T02:30:00.000Z,3169.44
2023-12-01T02:30:00.000Z,2023-12-01T02:45:00.000Z,3222.92
2023-12-01T02:45:00.000Z,2023-12-01T03:00:00.000Z,3254.58
2023-12-01T03:00:00.000Z,2023-12-01T03:15:00.000Z,3244.2200000000003
2023-12-01T03:15:00.000Z,2023-12-01T03:30:00.000Z,3224.5
2023-12-01T03:30:00.000Z,2023-12-01T03:45:00.000Z,3278.56
2023-12-01T03:45:00.000Z,2023-12-01T04:00:00.000Z,3218.2
2023-12-01T04:00:00.000Z,2023-12-01T04:15:00.000Z,3248.12
2023-12-01T04:15:00.000Z,2023-12-01T04:30:00.000Z,3286.1
2023-12-01T04:30:00.000Z,2023-12-01T04:45:00.000Z,3308.7
2023-12-01T04:45:00.000Z,2023-12-01T05:00:00.000Z,3378.179998
2023-12-01T05:00:00.000Z,2023-12-01T05:15:00.000Z,3490.62
2023-12-01T05:15:00.000Z,2023-12-01T05:30:00.000Z,3625.86
2023-12-01T05:30:00.000Z,2023-12-01T05:45:00.000Z,3659.1
2023-12-01T05:45:00.000Z,2023-12-01T06:00:00.000Z,3767.36
2023-12-01T06:00:00.000Z,2023-12-01T06:15:00.000Z,3654.42
2023-12-01T06:15:00.000Z,2023-12-01T06:30:00.000Z,3624.7799999999997
2023-12-01T06:30:00.000Z,2023-12-01T06:45:00.000Z,3587.18
2023-12-01T06:45:00.000Z,2023-12-01T07:00:00.000Z,3527.859998
2023-12-01T07:00:00.000Z,2023-12-01T07:15:00.000Z,3587.2799999999997
2023-12-01T07:15:00.000Z,2023-12-01T07:30:00.000Z,3611.16
2023-12-01T07:30:00.000Z,2023-12-01T07:45:00.000Z,3649.24
2023-12-01T07:45:00.000Z,2023-12-01T08:00:00.000Z,3698.5
2023-12-01T08:00:00.000Z,2023-12-01T08:15:00.000Z,3758.2
2023-12-01T08:15:00.000Z,2023-12-01T08:30:00.000Z,3661.26
2023-12-01T08:30:00.000Z,2023-12-01T08:45:00.000Z,3704.04
2023-12-01T08:45:00.000Z,2023-12-01T09:00:00.000Z,3726.6400000000003
2023-12-01T09:00:00.000Z,2023-12-01T09:15:00.000Z,3750.5199979999998
2023-12-01T09:15:00.000Z,2023-12-01T09:30:00.000Z,3716.819998000001
2023-12-01T09:30:00.000Z,2023-12-01T09:45:00.000Z,3647.399996
2023-12-01T09:45:00.000Z,2023-12-01T10:00:00.000Z,3582.159996
2023-12-01T10:00:00.000Z,2023-12-01T10:15:00.000Z,3509.099998
2023-12-01T10:15:00.000Z,2023-12-01T10:30:00.000Z,3412.5199999999995
2023-12-01T10:30:00.000Z,2023-12-01T10:45:00.000Z,3404.2599999999998
2023-12-01T10:45:00.000Z,2023-12-01T11:00:00.000Z,3428.2200000000003
2023-12-01T11:00:00.000Z,2023-12-01T11:15:00.000Z,3393.62
2023-12-01T11:15:00.000Z,2023-12-01T11:30:00.000Z,3339.2400000000002
2023-12-01T11:30:00.000Z,2023-12-01T11:45:00.000Z,3311.26
2023-12-01T11:45:00.000Z,2023-12-01T12:00:00.000Z,3230.4
2023-12-01T12:00:00.000Z,2023-12-01T12:15:00.000Z,3197.98
2023-12-01T12:15:00.000Z,2023-12-01T12:30:00.000Z,3236.8
2023-12-01T12:30:00.000Z,2023-12-01T12:45:00.000Z,3188.2400000000002
2023-12-01T12:45:00.000Z,2023-12-01T13:00:00.000Z,3152.88
2023-12-01T13:00:00.000Z,2023-12-01T13:15:00.000Z,3184.12
2023-12-01T13:15:00.000Z,2023-12-01T13:30:00.000Z,3222.84
2023-12-01T13:30:00.000Z,2023-12-01T13:45:00.000Z,3313.919998
2023-12-01T13:45:00.000Z,2023-12-01T14:00:00.000Z,3474.8399940000004
2023-12-01T14:00:00.000Z,2023-12-01T14:15:00.000Z,3437.3199959999997
2023-12-01T14:15:00.000Z,2023-12-01T14:30:00.000Z,3485.899998
2023-12-01T14:30:00.000Z,2023-12-01T14:45:00.000Z,3528.279994
2023-12-01T14:45:00.000Z,2023-12-01T15:00:00.000Z,3546.599998
2023-12-01T15:00:00.000Z,2023-12-01T15:15:00.000Z,3577.1400000000003
2023-12-01T15:15:00.000Z,2023-12-01T15:30:00.000Z,3570.819994
2023-12-01T15:30:00.000Z,2023-12-01T15:45:00.000Z,3571.4800000000005
2023-12-01T15:45:00.000Z,2023-12-01T16:00:00.000Z,3561.0599979999997
2023-12-01T16:00:00.000Z,2023-12-01T16:15:00.000Z,3602.579996
2023-12-01T16:15:00.000Z,2023-12-01T16:30:00.000Z,3611.88
2023-12-01T16:30:00.000Z,2023-12-01T16:45:00.000Z,3594.8199980000004
2023-12-01T16:45:00.000Z,2023-12-01T17:00:00.000Z,3645.2399960000002
2023-12-01T17:00:00.000Z,2023-12-01T17:15:00.000Z,3669.379994
2023-12-01T17:15:00.000Z,2023-12-01T17:30:00.000Z,3704.759998
2023-12-01T17:30:00.000Z,2023-12-01T17:45:00.000Z,3705.5799960000004
2023-12-01T17:45:00.000Z,2023-12-01T18:00:00.000Z,3688.219992
2023-12-01T18:00:00.000Z,2023-12-01T18:15:00.000Z,3655.659994
2023-12-01T18:15:00.000Z,2023-12-01T18:30:00.000Z,3564.939996
2023-12-01T18:30:00.000Z,2023-12-01T18:45:00.000Z,3470.359998
2023-12-01T18:45:00.000Z,2023-12-01T19:00:00.000Z,3351.56
2023-12-01T19:00:00.000Z,2023-12-01T19:15:00.000Z,3249.0600000000004
2023-12-01T19:15:00.000Z,2023-12-01T19:30:00.000Z,3148.88
2023-12-01T19:30:00.000Z,2023-12-01T19:45:00.000Z,3116.6400000000003
2023-12-01T19:45:00.000Z,2023-12-01T20:00:00.000Z,3096.6600000000003
2023-12-01T20:00:00.000Z,2023-12-01T20:15:00.000Z,3127.58
2023-12-01T20:15:00.000Z,2023-12-01T20:30:00.000Z,3154.66
2023-12-01T20:30:00.000Z,2023-12-01T20:45:00.000Z,3131.62
2023-12-01T20:45:00.000Z,2023-12-01T21:00:00.000Z,3119.02
2023-12-01T21:00:00.000Z,2023-12-01T21:15:00.000Z,3071.5
2023-12-01T21:15:00.000Z,2023-12-01T21:30:00.000Z,3021.6199979999997
2023-12-01T21:30:00.000Z,2023-12-01T21:45:00.000Z,2967.48
2023-12-01T21:45:00.000Z,2023-12-01T22:00:00.000Z,3000.32
2023-12-01T22:00:00.000Z,2023-12-01T22:15:00.000Z,2960.3
2023-12-01T22:15:00.000Z,2023-12-01T22:30:00.000Z,2901.2
2023-12-01T22:30:00.000Z,2023-12-01T22:45:00.000Z,2920.04
2023-12-01T22:45:00.000Z,2023-12-01T23:00:00.000Z,2947.12
2023-12-01T23:00:00.000Z,2023-12-01T23:15:00.000Z,3030.059996
2023-12-01T23:15:00.000Z,2023-12-01T23:30:00.000Z,3087.4
2023-12-01T23:30:00.000Z,2023-12-01T23:45:00.000Z,3110.42
2023-12-01T23:45:00.000Z,2023-12-02T00:00:00.000Z,3034.52
2023-12-02T00:00:00.000Z,2023-12-02T00:15:00.000Z,3019.68
2023-12-02T00:15:00.000Z,2023-12-02T00:30:00.000Z,2976.02
2023-12-02T00:30:00.000Z,2023-12-02T00:45:00.000Z,2888.02
2023-12-02T00:45:00.000Z,2023-12-02T01:00:00.000Z,2834.36
2023-12-02T01:00:00.000Z,2023-12-02T01:15:00.000Z,2807.08
2023-12-02T01:15:00.000Z,2023-12-02T01:30:00.000Z,2803.24
2023-12-02T01:30:00.000Z,2023-12-02T01:45:00.000Z,2762.84
2023-12-02T01:45:00.000Z,2023-12-02T02:00:00.000Z,2741.5
2023-12-02T02:00:00.000Z,2023-12-02T02:15:00.000Z,2735.82
2023-12-02T02:15:00.000Z,2023-12-02T02:30:00.000Z,2733.0
2023-12-02T02:30:00.000Z,2023-12-02T02:45:00.000Z,2730.46
2023-12-02T02:45:00.000Z,2023-12-02T03:00:00.000Z,2744.04
2023-12-02T03:00:00.000Z,2023-12-02T03:15:00.000Z,2768.12
2023-12-02T03:15:00.000Z,2023-12-02T03:30:00.000Z,2784.14
2023-12-02T03:30:00.000Z,2023-12-02T03:45:00.000Z,2808.54
2023-12-02T03:45:00.000Z,2023-12-02T04:00:00.000Z,2767.4
2023-12-02T04:00:00.000Z,2023-12-02T04:15:00.000Z,2752.3
2023-12-02T04:15:00.000Z,2023-12-02T04:30:00.000Z,2704.1
2023-12-02T04:30:00.000Z,2023-12-02T04:45:00.000Z,2750.36
2023-12-02T04:45:00.000Z,2023-12-02T05:00:00.000Z,2804.76
2023-12-02T05:00:00.000Z,2023-12-02T05:15:00.000Z,2866.32
2023-12-02T05:15:00.000Z,2023-12-02T05:30:00.000Z,2961.74
2023-12-02T05:30:00.000Z,2023-12-02T05:45:00.000Z,3008.88
2023-12-02T05:45:00.000Z,2023-12-02T06:00:00.000Z,2956.0
2023-12-02T06:00:00.000Z,2023-12-02T06:15:00.000Z,3090.34
2023-12-02T06:15:00.000Z,2023-12-02T06:30:00.000Z,3057.7200000000003
2023-12-02T06:30:00.000Z,2023-12-02T06:45:00.000Z,3065.38
2023-12-02T06:45:00.000Z,2023-12-02T07:00:00.000Z,3145.7
2023-12-02T07:00:00.000Z,2023-12-02T07:15:00.000Z,3216.679994
2023-12-02T07:15:00.000Z,2023-12-02T07:30:00.000Z,3204.7200000000003
2023-12-02T07:30:00.000Z,2023-12-02T07:45:00.000Z,3232.4800000000005
2023-12-02T07:45:00.000Z,2023-12-02T08:00:00.000Z,3253.419992
2023-12-02T08:00:00.000Z,2023-12-02T08:15:00.000Z,3286.059998
2023-12-02T08:15:00.000Z,2023-12-02T08:30:00.000Z,3289.899998
2023-12-02T08:30:00.000Z,2023-12-02T08:45:00.000Z,3317.4999980000002
2023-12-02T08:45:00.000Z,2023-12-02T09:00:00.000Z,3296.359998
2023-12-02T09:00:00.000Z,2023-12-02T09:15:00.000Z,3224.619998
2023-12-02T09:15:00.000Z,2023-12-02T09:30:00.000Z,3174.279994
2023-12-02T09:30:00.000Z,2023-12-02T09:45:00.000Z,3137.16
2023-12-02T09:45:00.000Z,2023-12-02T10:00:00.000Z,3116.619998
2023-12-02T10:00:00.000Z,2023-12-02T10:15:00.000Z,3135.719992
2023-12-02T10:15:00.000Z,2023-12-02T10:30:00.000Z,3137.8399940000004
2023-12-02T10:30:00.000Z,2023-12-02T10:45:00.000Z,3076.459996
2023-12-02T10:45:00.000Z,2023-12-02T11:00:00.000Z,3038.059996
2023-12-02T11:00:00.000Z,2023-12-02T11:15:00.000Z,2971.9999960000005
2023-12-02T11:15:00.000Z,2023-12-02T11:30:00.000Z,2880.38
2023-12-02T11:30:00.000Z,2023-12-02T11:45:00.000Z,2822.779998
2023-12-02T11:45:00.000Z,2023-12-02T12:00:00.000Z,2816.5799939999997
2023-12-02T12:00:00.000Z,2023-12-02T12:15:00.000Z,2706.42
2023-12-02T12:15:00.000Z,2023-12-02T12:30:00.000Z,2694.52
2023-12-02T12:30:00.000Z,2023-12-02T12:45:00.000Z,2748.4799999999996
2023-12-02T12:45:00.000Z,2023-12-02T13:00:00.000Z,2749.12
2023-12-02T13:00:00.000Z,2023-12-02T13:15:00.000Z,2767.599998
2023-12-02T13:15:00.000Z,2023-12-02T13:30:00.000Z,2728.32
2023-12-02T13:30:00.000Z,2023-12-02T13:45:00.000Z,2796.08
2023-12-02T13:45:00.000Z,2023-12-02T14:00:00.000Z,2864.7199979999996
2023-12-02T14:00:00.000Z,2023-12-02T14:15:00.000Z,2915.9199980000003
2023-12-02T14:15:00.000Z,2023-12-02T14:30:00.000Z,2942.219996
2023-12-02T14:30:00.000Z,2023-12-02T14:45:00.000Z,2988.919996
2023-12-02T14:45:00.000Z,2023-12-02T15:00:00.000Z,3045.759998
2023-12-02T15:00:00.000Z,2023-12-02T15:15:00.000Z,3030.859996
2023-12-02T15:15:00.000Z,2023-12-02T15:30:00.000Z,3032.9799980000003
2023-12-02T15:30:00.000Z,2023-12-02T15:45:00.000Z,3056.2400000000002
2023-12-02T15:45:00.000Z,2023-12-02T16:00:00.000Z,3056.8599999999997
2023-12-02T16:00:00.000Z,2023-12-02T16:15:00.000Z,3071.399996
2023-12-02T16:15:00.000Z,2023-12-02T16:30:00.000Z,3138.6799980000005
2023-12-02T16:30:00.000Z,2023-12-02T16:45:00.000Z,3147.2199980000005
2023-12-02T16:45:00.000Z,2023-12-02T17:00:00.000Z,3172.0799940000006
2023-12-02T17:00:00.000Z,2023-12-02T17:15:00.000Z,3181.9199980000003
2023-12-02T17:15:00.000Z,2023-12-02T17:30:00.000Z,3243.199998
2023-12-02T17:30:00.000Z,2023-12-02T17:45:00.000Z,3248.599996
2023-12-02T17:45:00.000Z,2023-12-02T18:00:00.000Z,3226.599998
2023-12-02T18:00:00.000Z,2023-12-02T18:15:00.000Z,3293.459998
2023-12-02T18:15:00.000Z,2023-12-02T18:30:00.000Z,3231.0799960000004
2023-12-02T18:30:00.000Z,2023-12-02T18:45:00.000Z,3182.7799940000004
2023-12-02T18:45:00.000Z,2023-12-02T19:00:00.000Z,3241.219998
2023-12-02T19:00:00.000Z,2023-12-02T19:15:00.000Z,3250.899998
2023-12-02T19:15:00.000Z,2023-12-02T19:30:00.000Z,3249.999996
2023-12-02T19:30:00.000Z,2023-12-02T19:45:00.000Z,3209.4
2023-12-02T19:45:00.000Z,2023-12-02T20:00:00.000Z,3213.359998
2023-12-02T20:00:00.000Z,2023-12-02T20:15:00.000Z,3082.2
2023-12-02T20:15:00.000Z,2023-12-02T20:30:00.000Z,3082.2
2023-12-02T20:30:00.000Z,2023-12-02T20:45:00.000Z,3076.12
2023-12-02T20:45:00.000Z,2023-12-02T21:00:00.000Z,3064.2
2023-12-02T21:00:00.000Z,2023-12-02T21:15:00.000Z,3076.68
2023-12-02T21:15:00.000Z,2023-12-02T21:30:00.000Z,3013.98
2023-12-02T21:30:00.000Z,2023-12-02T21:45:00.000Z,2963.2599999999998
2023-12-02T21:45:00.000Z,2023-12-02T22:00:00.000Z,2987.3599999999997
2023-12-02T22:00:00.000Z,2023-12-02T22:15:00.000Z,2971.8599999999997
2023-12-02T22:15:00.000Z,2023-12-02T22:30:00.000Z,2974.2200000000003
2023-12-02T22:30:00.000Z,2023-12-02T22:45:00.000Z,2902.7799999999997
2023-12-02T22:45:00.000Z,2023-12-02T23:00:00.000Z,2940.7200000000003
2023-12-02T23:00:00.000Z,2023-12-02T23:15:00.000Z,2969.36
2023-12-02T23:15:00.000Z,2023-12-02T23:30:00.000Z,3029.579998
2023-12-02T23:30:00.000Z,2023-12-02T23:45:00.000Z,3021.74
2023-12-02T23:45:00.000Z,2023-12-03T00:00:00.000Z,2977.96
2023-12-03T00:00:00.000Z,2023-12-03T00:15:00.000Z,2960.06
2023-12-03T00:15:00.000Z,2023-12-03T00:30:00.000Z,2935.52
2023-12-03T00:30:00.000Z,2023-12-03T00:45:00.000Z,2888.8
2023-12-03T00:45:00.000Z,2023-12-03T01:00:00.000Z,2855.52
2023-12-03T01:00:00.000Z,2023-12-03T01:15:00.000Z,2820.98
2023-12-03T01:15:00.000Z,2023-12-03T01:30:00.000Z,2823.6
2023-12-03T01:30:00.000Z,2023-12-03T01:45:00.000Z,2830.7799999999997
2023-12-03T01:45:00.000Z,2023-12-03T02:00:00.000Z,2832.94
2023-12-03T02:00:00.000Z,2023-12-03T02:15:00.000Z,2803.58
2023-12-03T02:15:00.000Z,2023-12-03T02:30:00.000Z,2717.04
2023-12-03T02:30:00.000Z,2023-12-03T02:45:00.000Z,2643.18
2023-12-03T02:45:00.000Z,2023-12-03T03:00:00.000Z,2611.06
2023-12-03T03:00:00.000Z,2023-12-03T03:15:00.000Z,2581.74
2023-12-03T03:15:00.000Z,2023-12-03T03:30:00.000Z,2551.14
2023-12-03T03:30:00.000Z,2023-12-03T03:45:00.000Z,2493.66
2023-12-03T03:45:00.000Z,2023-12-03T04:00:00.000Z,2452.7799999999997
2023-12-03T04:00:00.000Z,2023-12-03T04:15:00.000Z,2468.4
2023-12-03T04:15:00.000Z,2023-12-03T04:30:00.000Z,2448.7
2023-12-03T04:30:00.000Z,2023-12-03T04:45:00.000Z,2404.34
2023-12-03T04:45:00.000Z,2023-12-03T05:00:00.000Z,2376.6399979999997
2023-12-03T05:00:00.000Z,2023-12-03T05:15:00.000Z,2377.3
2023-12-03T05:15:00.000Z,2023-12-03T05:30:00.000Z,2380.7
2023-12-03T05:30:00.000Z,2023-12-03T05:45:00.000Z,2378.2799999999997
2023-12-03T05:45:00.000Z,2023-12-03T06:00:00.000Z,2334.0600000000004
2023-12-03T06:00:00.000Z,2023-12-03T06:15:00.000Z,2412.279998
2023-12-03T06:15:00.000Z,2023-12-03T06:30:00.000Z,2477.1
2023-12-03T06:30:00.000Z,2023-12-03T06:45:00.000Z,2410.04
2023-12-03T06:45:00.000Z,2023-12-03T07:00:00.000Z,2378.38
2023-12-03T07:00:00.000Z,2023-12-03T07:15:00.000Z,2321.56
2023-12-03T07:15:00.000Z,2023-12-03T07:30:00.000Z,2352.88
2023-12-03T07:30:00.000Z,2023-12-03T07:45:00.000Z,2403.5
2023-12-03T07:45:00.000Z,2023-12-03T08:00:00.000Z,2463.4999980000002
2023-12-03T08:00:00.000Z,2023-12-03T08:15:00.000Z,2580.82
2023-12-03T08:15:00.000Z,2023-12-03T08:30:00.000Z,2606.46
2023-12-03T08:30:00.000Z,2023-12-03T08:45:00.000Z,2665.339998
2023-12-03T08:45:00.000Z,2023-12-03T09:00:00.000Z,2722.199998
2023-12-03T09:00:00.000Z,2023-12-03T09:15:00.000Z,2661.3399980000004
2023-12-03T09:15:00.000Z,2023-12-03T09:30:00.000Z,2661.42
2023-12-03T09:30:00.000Z,2023-12-03T09:45:00.000Z,2683.099998
2023-12-03T09:45:00.000Z,2023-12-03T10:00:00.000Z,2675.96
2023-12-03T10:00:00.000Z,2023-12-03T10:15:00.000Z,2701.459992
2023-12-03T10:15:00.000Z,2023-12-03T10:30:00.000Z,2678.699998
2023-12-03T10:30:00.000Z,2023-12-03T10:45:00.000Z,2622.3799980000003
2023-12-03T10:45:00.000Z,2023-12-03T11:00:00.000Z,2548.02
2023-12-03T11:00:00.000Z,2023-12-03T11:15:00.000Z,2463.6200000000003
2023-12-03T11:15:00.000Z,2023-12-03T11:30:00.000Z,2397.56
2023-12-03T11:30:00.000Z,2023-12-03T11:45:00.000Z,2395.56
2023-12-03T11:45:00.000Z,2023-12-03T12:00:00.000Z,2374.76
2023-12-03T12:00:00.000Z,2023-12-03T12:15:00.000Z,2413.44
2023-12-03T12:15:00.000Z,2023-12-03T12:30:00.000Z,2414.08
2023-12-03T12:30:00.000Z,2023-12-03T12:45:00.000Z,2394.72
2023-12-03T12:45:00.000Z,2023-12-03T13:00:00.000Z,2413.56
2023-12-03T13:00:00.000Z,2023-12-03T13:15:00.000Z,2440.2599979999995
2023-12-03T13:15:00.000Z,2023-12-03T13:30:00.000Z,2416.959998
2023-12-03T13:30:00.000Z,2023-12-03T13:45:00.000Z,2426.2799940000004
2023-12-03T13:45:00.000Z,2023-12-03T14:00:00.000Z,2451.82
2023-12-03T14:00:00.000Z,2023-12-03T14:15:00.000Z,2491.279996
2023-12-03T14:15:00.000Z,2023-12-03T14:30:00.000Z,2483.899998
2023-12-03T14:30:00.000Z,2023-12-03T14:45:00.000Z,2553.119998
2023-12-03T14:45:00.000Z,2023-12-03T15:00:00.000Z,2600.339996
2023-12-03T15:00:00.000Z,2023-12-03T15:15:00.000Z,2547.039998
2023-12-03T15:15:00.000Z,2023-12-03T15:30:00.000Z,2511.639994
2023-12-03T15:30:00.000Z,2023-12-03T15:45:00.000Z,2533.459998
2023-12-03T15:45:00.000Z,2023-12-03T16:00:00.000Z,2555.0399920000004
2023-12-03T16:00:00.000Z,2023-12-03T16:15:00.000Z,2594.559992
2023-12-03T16:15:00.000Z,2023-12-03T16:30:00.000Z,2624.0199939999998
2023-12-03T16:30:00.000Z,2023-12-03T16:45:00.000Z,2618.0199979999998
2023-12-03T16:45:00.000Z,2023-12-03T17:00:00.000Z,2584.7199979999996
2023-12-03T17:00:00.000Z,2023-12-03T17:15:00.000Z,2602.359996
2023-12-03T17:15:00.000Z,2023-12-03T17:30:00.000Z,2568.239998
2023-12-03T17:30:00.000Z,2023-12-03T17:45:00.000Z,2526.92
2023-12-03T17:45:00.000Z,2023-12-03T18:00:00.000Z,2502.4799980000003
2023-12-03T18:00:00.000Z,2023-12-03T18:15:00.000Z,2519.1199960000004
2023-12-03T18:15:00.000Z,2023-12-03T18:30:00.000Z,2534.219994
2023-12-03T18:30:00.000Z,2023-12-03T18:45:00.000Z,2488.459998
2023-12-03T18:45:00.000Z,2023-12-03T19:00:00.000Z,2460.239998
2023-12-03T19:00:00.000Z,2023-12-03T19:15:00.000Z,2467.2199960000003
2023-12-03T19:15:00.000Z,2023-12-03T19:30:00.000Z,2332.5999920000004
2023-12-03T19:30:00.000Z,2023-12-03T19:45:00.000Z,2325.459998
2023-12-03T19:45:00.000Z,2023-12-03T20:00:00.000Z,2302.6999960000003
2023-12-03T20:00:00.000Z,2023-12-03T20:15:00.000Z,2259.4799980000003
2023-12-03T20:15:00.000Z,2023-12-03T20:30:00.000Z,2258.9799960000005
2023-12-03T20:30:00.000Z,2023-12-03T20:45:00.000Z,2217.6400000000003
2023-12-03T20:45:00.000Z,2023-12-03T21:00:00.000Z,2195.32
2023-12-03T21:00:00.000Z,2023-12-03T21:15:00.000Z,2125.44
2023-12-03T21:15:00.000Z,2023-12-03T21:30:00.000Z,2080.1
2023-12-03T21:30:00.000Z,2023-12-03T21:45:00.000Z,2017.98
2023-12-03T21:45:00.000Z,2023-12-03T22:00:00.000Z,2005.78
2023-12-03T22:00:00.000Z,2023-12-03T22:15:00.000Z,1984.3400000000001
2023-12-03T22:15:00.000Z,2023-12-03T22:30:00.000Z,1958.42
2023-12-03T22:30:00.000Z,2023-12-03T22:45:00.000Z,1899.78
2023-12-03T22:45:00.000Z,2023-12-03T23:00:00.000Z,1855.52
2023-12-03T23:00:00.000Z,2023-12-03T23:15:00.000Z,1904.839998
2023-12-03T23:15:00.000Z,2023-12-03T23:30:00.000Z,1889.5399999999997
2023-12-03T23:30:00.000Z,2023-12-03T23:45:00.000Z,1852.08
2023-12-03T23:45:00.000Z,2023-12-04T00:00:00.000Z,1921.8
2023-12-04T00:00:00.000Z,2023-12-04T00:15:00.000Z,1892.3
2023-12-04T00:15:00.000Z,2023-12-04T00:30:00.000Z,1912.8600000000001
2023-12-04T00:30:00.000Z,2023-12-04T00:45:00.000Z,1890.2999960000002
2023-12-04T00:45:00.000Z,2023-12-04T01:00:00.000Z,1897.6200000000001
2023-12-04T01:00:00.000Z,2023-12-04T01:15:00.000Z,1889.06
2023-12-04T01:15:00.000Z,2023-12-04T01:30:00.000Z,1867.9600000000003
2023-12-04T01:30:00.000Z,2023-12-04T01:45:00.000Z,1847.94
2023-12-04T01:45:00.000Z,2023-12-04T02:00:00.000Z,1858.3
2023-12-04T02:00:00.000Z,2023-12-04T02:15:00.000Z,1875.86
2023-12-04T02:15:00.000Z,2023-12-04T02:30:00.000Z,1879.4
2023-12-04T02:30:00.000Z,2023-12-04T02:45:00.000Z,1863.06
2023-12-04T02:45:00.000Z,2023-12-04T03:00:00.000Z,1864.0
2023-12-04T03:00:00.000Z,2023-12-04T03:15:00.000Z,1885.02
2023-12-04T03:15:00.000Z,2023-12-04T03:30:00.000Z,1942.1
2023-12-04T03:30:00.000Z,2023-12-04T03:45:00.000Z,1959.56
2023-12-04T03:45:00.000Z,2023-12-04T04:00:00.000Z,2028.6799999999998
2023-12-04T04:00:00.000Z,2023-12-04T04:15:00.000Z,2172.959998
2023-12-04T04:15:00.000Z,2023-12-04T04:30:00.000Z,2184.1799980000005
2023-12-04T04:30:00.000Z,2023-12-04T04:45:00.000Z,2218.819994
2023-12-04T04:45:00.000Z,2023-12-04T05:00:00.000Z,2216.259998
2023-12-04T05:00:00.000Z,2023-12-04T05:15:00.000Z,2282.559994
2023-12-04T05:15:00.000Z,2023-12-04T05:30:00.000Z,2402.3999940000003
2023-12-04T05:30:00.000Z,2023-12-04T05:45:00.000Z,2433.699998
2023-12-04T05:45:00.000Z,2023-12-04T06:00:00.000Z,2434.6799960000003
2023-12-04T06:00:00.000Z,2023-12-04T06:15:00.000Z,2451.88
2023-12-04T06:15:00.000Z,2023-12-04T06:30:00.000Z,2492.5399960000004
2023-12-04T06:30:00.000Z,2023-12-04T06:45:00.000Z,2551.7399940000005
2023-12-04T06:45:00.000Z,2023-12-04T07:00:00.000Z,2506.719992
2023-12-04T07:00:00.000Z,2023-12-04T07:15:00.000Z,2464.799996
2023-12-04T07:15:00.000Z,2023-12-04T07:30:00.000Z,2488.1999960000003
2023-12-04T07:30:00.000Z,2023-12-04T07:45:00.000Z,2494.1399960000003
2023-12-04T07:45:00.000Z,2023-12-04T08:00:00.000Z,2505.219994
2023-12-04T08:00:00.000Z,2023-12-04T08:15:00.000Z,2476.6200000000003
2023-12-04T08:15:00.000Z,2023-12-04T08:30:00.000Z,2452.959996
2023-12-04T08:30:00.000Z,2023-12-04T08:45:00.000Z,2449.619994
2023-12-04T08:45:00.000Z,2023-12-04T09:00:00.000Z,2467.079994
2023-12-04T09:00:00.000Z,2023-12-04T09:15:00.000Z,2507.439996
2023-12-04T09:15:00.000Z,2023-12-04T09:30:00.000Z,2499.4999980000002
2023-12-04T09:30:00.000Z,2023-12-04T09:45:00.000Z,2441.3199979999995
2023-12-04T09:45:00.000Z,2023-12-04T10:00:00.000Z,2420.379996
2023-12-04T10:00:00.000Z,2023-12-04T10:15:00.000Z,2425.259998
2023-12-04T10:15:00.000Z,2023-12-04T10:30:00.000Z,2456.3799939999994
2023-12-04T10:30:00.000Z,2023-12-04T10:45:00.000Z,2428.939996
2023-12-04T10:45:00.000Z,2023-12-04T11:00:00.000Z,2412.3399960000006
2023-12-04T11:00:00.000Z,2023-12-04T11:15:00.000Z,2424.9
2023-12-04T11:15:00.000Z,2023-12-04T11:30:00.000Z,2418.4799960000005
2023-12-04T11:30:00.000Z,2023-12-04T11:45:00.000Z,2412.419998
2023-12-04T11:45:00.000Z,2023-12-04T12:00:00.000Z,2384.5799940000006
2023-12-04T12:00:00.000Z,2023-12-04T12:15:00.000Z,2370.939996
2023-12-04T12:15:00.000Z,2023-12-04T12:30:00.000Z,2365.66
2023-12-04T12:30:00.000Z,2023-12-04T12:45:00.000Z,2356.9599959999996
2023-12-04T12:45:00.000Z,2023-12-04T13:00:00.000Z,2341.339996
2023-12-04T13:00:00.000Z,2023-12-04T13:15:00.000Z,2383.48
2023-12-04T13:15:00.000Z,2023-12-04T13:30:00.000Z,2378.939996
2023-12-04T13:30:00.000Z,2023-12-04T13:45:00.000Z,2386.599998
2023-12-04T13:45:00.000Z,2023-12-04T14:00:00.000Z,2404.5199979999998
2023-12-04T14:00:00.000Z,2023-12-04T14:15:00.000Z,2420.119992
2023-12-04T14:15:00.000Z,2023-12-04T14:30:00.000Z,2430.1399960000003
