"Start time UTC","End time UTC","Wind power generation - 15 min data"
"2024-01-11T23:00:00.000Z","2024-01-12T00:00:00.000Z","3501.7"
"2024-01-11T23:15:00.000Z","2024-01-11T23:30:00.000Z","3284"
"2024-01-11T23:30:00.000Z","2024-01-11T23:45:00.000Z","3322"
"2024-01-11T23:45:00.000Z","2024-01-12T00:00:00.000Z","3315"
"2024-01-12T00:00:00.000Z","2024-01-12T01:00:00.000Z","3848.3"
"2024-01-12T00:15:00.000Z","2024-01-12T00:30:00.000Z","3210"
"2024-01-12T00:30:00.000Z","2024-01-12T00:45:00.000Z","3179"
"2024-01-12T00:45:00.000Z","2024-01-12T01:00:00.000Z","3317"
"2024-01-12T01:00:00.000Z","2024-01-12T02:00:00.000Z","4194.1"
"2024-01-12T01:15:00.000Z","2024-01-12T01:30:00.000Z","3472"
"2024-01-12T01:30:00.000Z","2024-01-12T01:45:00.000Z","3492"
"2024-01-12T01:45:00.000Z","2024-01-12T02:00:00.000Z","3526"
"2024-01-12T02:00:00.000Z","2024-01-12T03:00:00.000Z","4293.5"
"2024-01-12T02:15:00.000Z","2024-01-12T02:30:00.000Z","3758"
"2024-01-12T02:30:00.000Z","2024-01-12T02:45:00.000Z","3834"
"2024-01-12T02:45:00.000Z","2024-01-12T03:00:00.000Z","3947"
"2024-01-12T03:00:00.000Z","2024-01-12T04:00:00.000Z","4189.7"
"2024-01-12T03:15:00.000Z","2024-01-12T03:30:00.000Z","4174"
"2024-01-12T03:30:00.000Z","2024-01-12T03:45:00.000Z","4197"
"2024-01-12T03:45:00.000Z","2024-01-12T04:00:00.000Z","4220"
"2024-01-12T04:00:00.000Z","2024-01-12T05:00:00.000Z","3769.9"
"2024-01-12T04:15:00.000Z","2024-01-12T04:30:00.000Z","4309"
"2024-01-12T04:30:00.000Z","2024-01-12T04:45:00.000Z","4333"
"2024-01-12T04:45:00.000Z","2024-01-12T05:00:00.000Z","4304"
"2024-01-12T05:00:00.000Z","2024-01-12T06:00:00.000Z","3263.9"
"2024-01-12T05:15:00.000Z","2024-01-12T05:30:00.000Z","4252"
"2024-01-12T05:30:00.000Z","2024-01-12T05:45:00.000Z","4218"
"2024-01-12T05:45:00.000Z","2024-01-12T06:00:00.000Z","4170"
"2024-01-12T06:00:00.000Z","2024-01-12T07:00:00.000Z","2716.5"
"2024-01-12T06:15:00.000Z","2024-01-12T06:30:00.000Z","3900"
"2024-01-12T06:30:00.000Z","2024-01-12T06:45:00.000Z","3746"
"2024-01-12T06:45:00.000Z","2024-01-12T07:00:00.000Z","3659"
"2024-01-12T07:00:00.000Z","2024-01-12T08:00:00.000Z","2397.7"
"2024-01-12T07:15:00.000Z","2024-01-12T07:30:00.000Z","3398"
"2024-01-12T07:30:00.000Z","2024-01-12T07:45:00.000Z","3254"
"2024-01-12T07:45:00.000Z","2024-01-12T08:00:00.000Z","3140"
"2024-01-12T08:00:00.000Z","2024-01-12T09:00:00.000Z","1903.3"
"2024-01-12T08:15:00.000Z","2024-01-12T08:30:00.000Z","2836"
"2024-01-12T08:30:00.000Z","2024-01-12T08:45:00.000Z","2743"
"2024-01-12T08:45:00.000Z","2024-01-12T09:00:00.000Z","2573"
"2024-01-12T09:00:00.000Z","2024-01-12T10:00:00.000Z","1261.1"
"2024-01-12T09:15:00.000Z","2024-01-12T09:30:00.000Z","2518"
"2024-01-12T09:30:00.000Z","2024-01-12T09:45:00.000Z","2411"
"2024-01-12T09:45:00.000Z","2024-01-12T10:00:00.000Z","2297"
"2024-01-12T10:00:00.000Z","2024-01-12T11:00:00.000Z","1093.9"
"2024-01-12T10:15:00.000Z","2024-01-12T10:30:00.000Z","2081"
"2024-01-12T10:30:00.000Z","2024-01-12T10:45:00.000Z","1943"
"2024-01-12T10:45:00.000Z","2024-01-12T11:00:00.000Z","1729"
"2024-01-12T11:00:00.000Z","2024-01-12T12:00:00.000Z","1135.3"
"2024-01-12T11:15:00.000Z","2024-01-12T11:30:00.000Z","1379"
"2024-01-12T11:30:00.000Z","2024-01-12T11:45:00.000Z","1207"
"2024-01-12T11:45:00.000Z","2024-01-12T12:00:00.000Z","1119"
"2024-01-12T12:00:00.000Z","2024-01-12T13:00:00.000Z","1517.7"
"2024-01-12T12:15:00.000Z","2024-01-12T12:30:00.000Z","1097"
"2024-01-12T12:30:00.000Z","2024-01-12T12:45:00.000Z","1070"
"2024-01-12T12:45:00.000Z","2024-01-12T13:00:00.000Z","1089"
"2024-01-12T13:00:00.000Z","2024-01-12T14:00:00.000Z","1343.6"
"2024-01-12T13:15:00.000Z","2024-01-12T13:30:00.000Z","1117"
"2024-01-12T13:30:00.000Z","2024-01-12T13:45:00.000Z","1111"
"2024-01-12T13:45:00.000Z","2024-01-12T14:00:00.000Z","1124"
"2024-01-12T14:00:00.000Z","2024-01-12T15:00:00.000Z","1242.4"
"2024-01-12T14:15:00.000Z","2024-01-12T14:30:00.000Z","1360"
"2024-01-12T14:30:00.000Z","2024-01-12T14:45:00.000Z","1523"
"2024-01-12T14:45:00.000Z","2024-01-12T15:00:00.000Z","1689"
"2024-01-12T15:00:00.000Z","2024-01-12T16:00:00.000Z","1241.1"
"2024-01-12T15:15:00.000Z","2024-01-12T15:30:00.000Z","1479"
"2024-01-12T15:30:00.000Z","2024-01-12T15:45:00.000Z","1296"
"2024-01-12T15:45:00.000Z","2024-01-12T16:00:00.000Z","1204"
"2024-01-12T16:00:00.000Z","2024-01-12T17:00:00.000Z","1469.5"
"2024-01-12T16:15:00.000Z","2024-01-12T16:30:00.000Z","1205"
"2024-01-12T16:30:00.000Z","2024-01-12T16:45:00.000Z","1251"
"2024-01-12T16:45:00.000Z","2024-01-12T17:00:00.000Z","1301"
"2024-01-12T17:00:00.000Z","2024-01-12T18:00:00.000Z","2072.8"
"2024-01-12T17:15:00.000Z","2024-01-12T17:30:00.000Z","1245"
"2024-01-12T17:30:00.000Z","2024-01-12T17:45:00.000Z","1219"
"2024-01-12T17:45:00.000Z","2024-01-12T18:00:00.000Z","1216"
"2024-01-12T18:00:00.000Z","2024-01-12T19:00:00.000Z","2965"
"2024-01-12T18:15:00.000Z","2024-01-12T18:30:00.000Z","1395"
"2024-01-12T18:30:00.000Z","2024-01-12T18:45:00.000Z","1452"
"2024-01-12T18:45:00.000Z","2024-01-12T19:00:00.000Z","1523"
"2024-01-12T19:00:00.000Z","2024-01-12T19:15:00.000Z","1702"
"2024-01-12T19:15:00.000Z","2024-01-12T19:30:00.000Z","1894"
"2024-01-12T19:30:00.000Z","2024-01-12T19:45:00.000Z","2096"
"2024-01-12T19:45:00.000Z","2024-01-12T20:00:00.000Z","2229"
"2024-01-12T20:00:00.000Z","2024-01-12T21:00:00.000Z","4944"
"2024-01-12T20:15:00.000Z","2024-01-12T20:30:00.000Z","2630"
"2024-01-12T20:30:00.000Z","2024-01-12T20:45:00.000Z","2932"
"2024-01-12T20:45:00.000Z","2024-01-12T21:00:00.000Z","3262"
"2024-01-12T21:00:00.000Z","2024-01-12T22:00:00.000Z","5359.7"
"2024-01-12T21:15:00.000Z","2024-01-12T21:30:00.000Z","3954"
"2024-01-12T21:30:00.000Z","2024-01-12T21:45:00.000Z","4219"
"2024-01-12T21:45:00.000Z","2024-01-12T22:00:00.000Z","4406"
"2024-01-12T22:00:00.000Z","2024-01-12T23:00:00.000Z","5486.1"
"2024-01-12T22:15:00.000Z","2024-01-12T22:30:00.000Z","4809"
"2024-01-12T22:30:00.000Z","2024-01-12T22:45:00.000Z","4939"
"2024-01-12T22:45:00.000Z","2024-01-12T23:00:00.000Z","5092"
"2024-01-12T23:00:00.000Z","2024-01-13T00:00:00.000Z","5587.5"
"2024-01-12T23:15:00.000Z","2024-01-12T23:30:00.000Z","5328"
"2024-01-12T23:30:00.000Z","2024-01-12T23:45:00.000Z","5374"
"2024-01-12T23:45:00.000Z","2024-01-13T00:00:00.000Z","5392"
"2024-01-13T00:00:00.000Z","2024-01-13T01:00:00.000Z","5685.8"
"2024-01-13T00:15:00.000Z","2024-01-13T00:30:00.000Z","5452"
"2024-01-13T00:30:00.000Z","2024-01-13T00:45:00.000Z","5516"
"2024-01-13T00:45:00.000Z","2024-01-13T01:00:00.000Z","5545"
"2024-01-13T01:00:00.000Z","2024-01-13T02:00:00.000Z","5667.4"
"2024-01-13T01:15:00.000Z","2024-01-13T01:30:00.000Z","5567"
"2024-01-13T01:30:00.000Z","2024-01-13T01:45:00.000Z","5583"
"2024-01-13T01:45:00.000Z","2024-01-13T02:00:00.000Z","5608"
"2024-01-13T02:00:00.000Z","2024-01-13T03:00:00.000Z","5638.8"
"2024-01-13T02:15:00.000Z","2024-01-13T02:30:00.000Z","5668"
"2024-01-13T02:30:00.000Z","2024-01-13T02:45:00.000Z","5696"
"2024-01-13T02:45:00.000Z","2024-01-13T03:00:00.000Z","5694"
"2024-01-13T03:00:00.000Z","2024-01-13T04:00:00.000Z","5556.5"
"2024-01-13T03:15:00.000Z","2024-01-13T03:30:00.000Z","5683"
"2024-01-13T03:30:00.000Z","2024-01-13T03:45:00.000Z","5675"
"2024-01-13T03:45:00.000Z","2024-01-13T04:00:00.000Z","5659"
"2024-01-13T04:00:00.000Z","2024-01-13T05:00:00.000Z","5462.4"
"2024-01-13T04:15:00.000Z","2024-01-13T04:30:00.000Z","5646"
"2024-01-13T04:30:00.000Z","2024-01-13T04:45:00.000Z","5665"
"2024-01-13T04:45:00.000Z","2024-01-13T05:00:00.000Z","5627"
"2024-01-13T05:00:00.000Z","2024-01-13T06:00:00.000Z","5340.4"
"2024-01-13T05:15:00.000Z","2024-01-13T05:30:00.000Z","5572"
"2024-01-13T05:30:00.000Z","2024-01-13T05:45:00.000Z","5592"
"2024-01-13T05:45:00.000Z","2024-01-13T06:00:00.000Z","5543"
"2024-01-13T06:00:00.000Z","2024-01-13T07:00:00.000Z","5117.1"
"2024-01-13T06:15:00.000Z","2024-01-13T06:30:00.000Z","5473"
"2024-01-13T06:30:00.000Z","2024-01-13T06:45:00.000Z","5478"
"2024-01-13T06:45:00.000Z","2024-01-13T07:00:00.000Z","5468"
"2024-01-13T07:00:00.000Z","2024-01-13T08:00:00.000Z","4912.6"
"2024-01-13T07:15:00.000Z","2024-01-13T07:30:00.000Z","5378"
"2024-01-13T07:30:00.000Z","2024-01-13T07:45:00.000Z","5339"
"2024-01-13T07:45:00.000Z","2024-01-13T08:00:00.000Z","5295"
"2024-01-13T08:00:00.000Z","2024-01-13T09:00:00.000Z","4784.3"
"2024-01-13T08:15:00.000Z","2024-01-13T08:30:00.000Z","5184"
"2024-01-13T08:30:00.000Z","2024-01-13T08:45:00.000Z","5105"
"2024-01-13T08:45:00.000Z","2024-01-13T09:00:00.000Z","5046"
"2024-01-13T09:00:00.000Z","2024-01-13T10:00:00.000Z","4579.9"
"2024-01-13T09:15:00.000Z","2024-01-13T09:30:00.000Z","4959"
"2024-01-13T09:30:00.000Z","2024-01-13T09:45:00.000Z","4924"
"2024-01-13T09:45:00.000Z","2024-01-13T10:00:00.000Z","4882"
"2024-01-13T10:00:00.000Z","2024-01-13T11:00:00.000Z","4244.6"
"2024-01-13T10:15:00.000Z","2024-01-13T10:30:00.000Z","4839"
"2024-01-13T10:30:00.000Z","2024-01-13T10:45:00.000Z","4777"
"2024-01-13T10:45:00.000Z","2024-01-13T11:00:00.000Z","4757"
"2024-01-13T11:00:00.000Z","2024-01-13T12:00:00.000Z","3950.7"
"2024-01-13T11:15:00.000Z","2024-01-13T11:30:00.000Z","4669"
"2024-01-13T11:30:00.000Z","2024-01-13T11:45:00.000Z","4593"
"2024-01-13T11:45:00.000Z","2024-01-13T12:00:00.000Z","4511"
"2024-01-13T12:00:00.000Z","2024-01-13T13:00:00.000Z","3544.2"
"2024-01-13T12:15:00.000Z","2024-01-13T12:30:00.000Z","4293"
"2024-01-13T12:30:00.000Z","2024-01-13T12:45:00.000Z","4238"
"2024-01-13T12:45:00.000Z","2024-01-13T13:00:00.000Z","4170"
"2024-01-13T13:00:00.000Z","2024-01-13T14:00:00.000Z","3057.1"
"2024-01-13T13:15:00.000Z","2024-01-13T13:30:00.000Z","3994"
"2024-01-13T13:30:00.000Z","2024-01-13T13:45:00.000Z","3963"
"2024-01-13T13:45:00.000Z","2024-01-13T14:00:00.000Z","3915"
"2024-01-13T14:00:00.000Z","2024-01-13T15:00:00.000Z","2741"
"2024-01-13T14:15:00.000Z","2024-01-13T14:30:00.000Z","3746"
"2024-01-13T14:30:00.000Z","2024-01-13T14:45:00.000Z","3585"
"2024-01-13T14:45:00.000Z","2024-01-13T15:00:00.000Z","3379"
"2024-01-13T15:00:00.000Z","2024-01-13T16:00:00.000Z","2265.4"
"2024-01-13T15:15:00.000Z","2024-01-13T15:30:00.000Z","3060"
"2024-01-13T15:30:00.000Z","2024-01-13T15:45:00.000Z","3048"
"2024-01-13T15:45:00.000Z","2024-01-13T16:00:00.000Z","3050"
"2024-01-13T16:00:00.000Z","2024-01-13T17:00:00.000Z","2045.1"
"2024-01-13T16:15:00.000Z","2024-01-13T16:30:00.000Z","2910"
"2024-01-13T16:30:00.000Z","2024-01-13T16:45:00.000Z","2729"
"2024-01-13T16:45:00.000Z","2024-01-13T17:00:00.000Z","2620"
"2024-01-13T17:00:00.000Z","2024-01-13T18:00:00.000Z","1840.3"
"2024-01-13T17:15:00.000Z","2024-01-13T17:30:00.000Z","2356"
"2024-01-13T17:30:00.000Z","2024-01-13T17:45:00.000Z","2245"
"2024-01-13T17:45:00.000Z","2024-01-13T18:00:00.000Z","2147"
"2024-01-13T18:00:00.000Z","2024-01-13T19:00:00.000Z","1681.1"
"2024-01-13T18:15:00.000Z","2024-01-13T18:30:00.000Z","2073"
"2024-01-13T18:30:00.000Z","2024-01-13T18:45:00.000Z","2056"
"2024-01-13T18:45:00.000Z","2024-01-13T19:00:00.000Z","1996"
"2024-01-13T19:00:00.000Z","2024-01-13T20:00:00.000Z","1562.7"
"2024-01-13T19:15:00.000Z","2024-01-13T19:30:00.000Z","1879"
"2024-01-13T19:30:00.000Z","2024-01-13T19:45:00.000Z","1844"
"2024-01-13T19:45:00.000Z","2024-01-13T20:00:00.000Z","1806"
"2024-01-13T20:00:00.000Z","2024-01-13T21:00:00.000Z","1420.8"
"2024-01-13T20:15:00.000Z","2024-01-13T20:30:00.000Z","1731"
"2024-01-13T20:30:00.000Z","2024-01-13T20:45:00.000Z","1659"
"2024-01-13T20:45:00.000Z","2024-01-13T21:00:00.000Z","1640"
"2024-01-13T21:00:00.000Z","2024-01-13T22:00:00.000Z","1409"
"2024-01-13T21:15:00.000Z","2024-01-13T21:30:00.000Z","1639"
"2024-01-13T21:30:00.000Z","2024-01-13T21:45:00.000Z","1590"
"2024-01-13T21:45:00.000Z","2024-01-13T22:00:00.000Z","1482"
"2024-01-13T22:00:00.000Z","2024-01-13T23:00:00.000Z","1328.8"
"2024-01-13T22:15:00.000Z","2024-01-13T22:30:00.000Z","1432"
"2024-01-13T22:30:00.000Z","2024-01-13T22:45:00.000Z","1407"
"2024-01-13T22:45:00.000Z","2024-01-13T23:00:00.000Z","1400"
"2024-01-13T23:00:00.000Z","2024-01-14T00:00:00.000Z","1293.2"
"2024-01-13T23:15:00.000Z","2024-01-13T23:30:00.000Z","1446"
"2024-01-13T23:30:00.000Z","2024-01-13T23:45:00.000Z","1405"
"2024-01-13T23:45:00.000Z","2024-01-14T00:00:00.000Z","1378"
"2024-01-14T00:00:00.000Z","2024-01-14T01:00:00.000Z","1206.9"
"2024-01-14T00:15:00.000Z","2024-01-14T00:30:00.000Z","1356"
"2024-01-14T00:30:00.000Z","2024-01-14T00:45:00.000Z","1310"
"2024-01-14T00:45:00.000Z","2024-01-14T01:00:00.000Z","1302"
"2024-01-14T01:00:00.000Z","2024-01-14T02:00:00.000Z","1152.4"
"2024-01-14T01:15:00.000Z","2024-01-14T01:30:00.000Z","1331"
"2024-01-14T01:30:00.000Z","2024-01-14T01:45:00.000Z","1275"
"2024-01-14T01:45:00.000Z","2024-01-14T02:00:00.000Z","1278"
"2024-01-14T02:00:00.000Z","2024-01-14T03:00:00.000Z","1128.7"
"2024-01-14T02:15:00.000Z","2024-01-14T02:30:00.000Z","1171"
"2024-01-14T02:30:00.000Z","2024-01-14T02:45:00.000Z","1223"
"2024-01-14T02:45:00.000Z","2024-01-14T03:00:00.000Z","1217"
"2024-01-14T03:00:00.000Z","2024-01-14T04:00:00.000Z","1030.7"
"2024-01-14T03:15:00.000Z","2024-01-14T03:30:00.000Z","1193"
"2024-01-14T03:30:00.000Z","2024-01-14T03:45:00.000Z","1161"
"2024-01-14T03:45:00.000Z","2024-01-14T04:00:00.000Z","1118"
"2024-01-14T04:00:00.000Z","2024-01-14T05:00:00.000Z","949.01"
"2024-01-14T04:15:00.000Z","2024-01-14T04:30:00.000Z","1148"
"2024-01-14T04:30:00.000Z","2024-01-14T04:45:00.000Z","1142"
"2024-01-14T04:45:00.000Z","2024-01-14T05:00:00.000Z","1124"
"2024-01-14T05:00:00.000Z","2024-01-14T06:00:00.000Z","1007"
"2024-01-14T05:15:00.000Z","2024-01-14T05:30:00.000Z","1083"
"2024-01-14T05:30:00.000Z","2024-01-14T05:45:00.000Z","1042"
"2024-01-14T05:45:00.000Z","2024-01-14T06:00:00.000Z","977"
"2024-01-14T06:00:00.000Z","2024-01-14T07:00:00.000Z","955.21"
"2024-01-14T06:15:00.000Z","2024-01-14T06:30:00.000Z","936"
"2024-01-14T06:30:00.000Z","2024-01-14T06:45:00.000Z","937"
"2024-01-14T06:45:00.000Z","2024-01-14T07:00:00.000Z","962"
"2024-01-14T07:00:00.000Z","2024-01-14T08:00:00.000Z","962.1"
"2024-01-14T07:15:00.000Z","2024-01-14T07:30:00.000Z","1019"
"2024-01-14T07:30:00.000Z","2024-01-14T07:45:00.000Z","1009"
"2024-01-14T07:45:00.000Z","2024-01-14T08:00:00.000Z","1014"
"2024-01-14T08:00:00.000Z","2024-01-14T09:00:00.000Z","973.63"
"2024-01-14T08:15:00.000Z","2024-01-14T08:30:00.000Z","960"
"2024-01-14T08:30:00.000Z","2024-01-14T08:45:00.000Z","948"
"2024-01-14T08:45:00.000Z","2024-01-14T09:00:00.000Z","949"
"2024-01-14T09:00:00.000Z","2024-01-14T10:00:00.000Z","942.13"
"2024-01-14T09:15:00.000Z","2024-01-14T09:30:00.000Z","951"
"2024-01-14T09:30:00.000Z","2024-01-14T09:45:00.000Z","963"
"2024-01-14T09:45:00.000Z","2024-01-14T10:00:00.000Z","988"
"2024-01-14T10:00:00.000Z","2024-01-14T11:00:00.000Z","986.01"
"2024-01-14T10:15:00.000Z","2024-01-14T10:30:00.000Z","983"
"2024-01-14T10:30:00.000Z","2024-01-14T10:45:00.000Z","965"
"2024-01-14T10:45:00.000Z","2024-01-14T11:00:00.000Z","975"
"2024-01-14T11:00:00.000Z","2024-01-14T12:00:00.000Z","1293.6"
"2024-01-14T11:15:00.000Z","2024-01-14T11:30:00.000Z","959"
"2024-01-14T11:30:00.000Z","2024-01-14T11:45:00.000Z","928"
"2024-01-14T11:45:00.000Z","2024-01-14T12:00:00.000Z","927"
"2024-01-14T12:00:00.000Z","2024-01-14T13:00:00.000Z","1588.2"
"2024-01-14T12:15:00.000Z","2024-01-14T12:30:00.000Z","937"
"2024-01-14T12:30:00.000Z","2024-01-14T12:45:00.000Z","995"
"2024-01-14T12:45:00.000Z","2024-01-14T13:00:00.000Z","1021"
"2024-01-14T13:00:00.000Z","2024-01-14T14:00:00.000Z","1761.1"
"2024-01-14T13:15:00.000Z","2024-01-14T13:30:00.000Z","1153"
"2024-01-14T13:30:00.000Z","2024-01-14T13:45:00.000Z","1290"
"2024-01-14T13:45:00.000Z","2024-01-14T14:00:00.000Z","1437"
"2024-01-14T14:00:00.000Z","2024-01-14T15:00:00.000Z","1815.9"
"2024-01-14T14:15:00.000Z","2024-01-14T14:30:00.000Z","1550"
"2024-01-14T14:30:00.000Z","2024-01-14T14:45:00.000Z","1604"
"2024-01-14T14:45:00.000Z","2024-01-14T15:00:00.000Z","1618"
"2024-01-14T15:00:00.000Z","2024-01-14T16:00:00.000Z","1823.4"
"2024-01-14T15:15:00.000Z","2024-01-14T15:30:00.000Z","1745"
"2024-01-14T15:30:00.000Z","2024-01-14T15:45:00.000Z","1761"
"2024-01-14T15:45:00.000Z","2024-01-14T16:00:00.000Z","1783"
"2024-01-14T16:00:00.000Z","2024-01-14T17:00:00.000Z","1803.5"
"2024-01-14T16:15:00.000Z","2024-01-14T16:30:00.000Z","1799"
"2024-01-14T16:30:00.000Z","2024-01-14T16:45:00.000Z","1793"
"2024-01-14T16:45:00.000Z","2024-01-14T17:00:00.000Z","1832"
"2024-01-14T17:00:00.000Z","2024-01-14T18:00:00.000Z","1803.8"
"2024-01-14T17:15:00.000Z","2024-01-14T17:30:00.000Z","1844"
"2024-01-14T17:30:00.000Z","2024-01-14T17:45:00.000Z","1841"
"2024-01-14T17:45:00.000Z","2024-01-14T18:00:00.000Z","1813"
"2024-01-14T18:00:00.000Z","2024-01-14T19:00:00.000Z","1821.3"
"2024-01-14T18:15:00.000Z","2024-01-14T18:30:00.000Z","1773"
"2024-01-14T18:30:00.000Z","2024-01-14T18:45:00.000Z","1794"
"2024-01-14T18:45:00.000Z","2024-01-14T19:00:00.000Z","1823"
"2024-01-14T19:00:00.000Z","2024-01-14T20:00:00.000Z","2038.6"
"2024-01-14T19:15:00.000Z","2024-01-14T19:30:00.000Z","1839"
"2024-01-14T19:30:00.000Z","2024-01-14T19:45:00.000Z","1798"
"2024-01-14T19:45:00.000Z","2024-01-14T20:00:00.000Z","1754"
"2024-01-14T20:00:00.000Z","2024-01-14T21:00:00.000Z","2145.9"
"2024-01-14T20:15:00.000Z","2024-01-14T20:30:00.000Z","1810"
"2024-01-14T20:30:00.000Z","2024-01-14T20:45:00.000Z","1785"
"2024-01-14T20:45:00.000Z","2024-01-14T21:00:00.000Z","1837"
"2024-01-14T21:00:00.000Z","2024-01-14T22:00:00.000Z","2050.3"
"2024-01-14T21:15:00.000Z","2024-01-14T21:30:00.000Z","1959"
"2024-01-14T21:30:00.000Z","2024-01-14T21:45:00.000Z","2079"
"2024-01-14T21:45:00.000Z","2024-01-14T22:00:00.000Z","2106"
"2024-01-14T22:00:00.000Z","2024-01-14T23:00:00.000Z","1909.3"
"2024-01-14T22:15:00.000Z","2024-01-14T22:30:00.000Z","2155"
"2024-01-14T22:30:00.000Z","2024-01-14T22:45:00.000Z","2159"
"2024-01-14T22:45:00.000Z","2024-01-14T23:00:00.000Z","2132"
"2024-01-14T23:00:00.000Z","2024-01-15T00:00:00.000Z","1809.8"
"2024-01-14T23:15:00.000Z","2024-01-14T23:30:00.000Z","2081"
"2024-01-14T23:30:00.000Z","2024-01-14T23:45:00.000Z","2071"
"2024-01-14T23:45:00.000Z","2024-01-15T00:00:00.000Z","2017"
"2024-01-15T00:00:00.000Z","2024-01-15T01:00:00.000Z","1699.4"
"2024-01-15T00:15:00.000Z","2024-01-15T00:30:00.000Z","1943"
"2024-01-15T00:30:00.000Z","2024-01-15T00:45:00.000Z","1926"
"2024-01-15T00:45:00.000Z","2024-01-15T01:00:00.000Z","1866"
"2024-01-15T01:00:00.000Z","2024-01-15T02:00:00.000Z","1594.9"
"2024-01-15T01:15:00.000Z","2024-01-15T01:30:00.000Z","1834"
"2024-01-15T01:30:00.000Z","2024-01-15T01:45:00.000Z","1816"
"2024-01-15T01:45:00.000Z","2024-01-15T02:00:00.000Z","1777"
"2024-01-15T02:00:00.000Z","2024-01-15T03:00:00.000Z","1558.4"
"2024-01-15T02:15:00.000Z","2024-01-15T02:30:00.000Z","1714"
"2024-01-15T02:30:00.000Z","2024-01-15T02:45:00.000Z","1704"
"2024-01-15T02:45:00.000Z","2024-01-15T03:00:00.000Z","1673"
"2024-01-15T03:00:00.000Z","2024-01-15T04:00:00.000Z","1621.7"
"2024-01-15T03:15:00.000Z","2024-01-15T03:30:00.000Z","1621"
"2024-01-15T03:30:00.000Z","2024-01-15T03:45:00.000Z","1602"
"2024-01-15T03:45:00.000Z","2024-01-15T04:00:00.000Z","1547"
"2024-01-15T04:00:00.000Z","2024-01-15T05:00:00.000Z","1593.4"
"2024-01-15T04:15:00.000Z","2024-01-15T04:30:00.000Z","1542"
"2024-01-15T04:30:00.000Z","2024-01-15T04:45:00.000Z","1539"
"2024-01-15T04:45:00.000Z","2024-01-15T05:00:00.000Z","1570"
"2024-01-15T05:00:00.000Z","2024-01-15T06:00:00.000Z","1589.2"
"2024-01-15T05:15:00.000Z","2024-01-15T05:30:00.000Z","1580"
"2024-01-15T05:30:00.000Z","2024-01-15T05:45:00.000Z","1610"
"2024-01-15T05:45:00.000Z","2024-01-15T06:00:00.000Z","1663"
"2024-01-15T06:00:00.000Z","2024-01-15T07:00:00.000Z","1570.5"
"2024-01-15T06:15:00.000Z","2024-01-15T06:30:00.000Z","1612"
"2024-01-15T06:30:00.000Z","2024-01-15T06:45:00.000Z","1602"
"2024-01-15T06:45:00.000Z","2024-01-15T07:00:00.000Z","1589"
"2024-01-15T07:00:00.000Z","2024-01-15T08:00:00.000Z","1577.2"
"2024-01-15T07:15:00.000Z","2024-01-15T07:30:00.000Z","1592"
"2024-01-15T07:30:00.000Z","2024-01-15T07:45:00.000Z","1612"
"2024-01-15T07:45:00.000Z","2024-01-15T08:00:00.000Z","1616"
"2024-01-15T08:00:00.000Z","2024-01-15T09:00:00.000Z","1539.7"
"2024-01-15T08:15:00.000Z","2024-01-15T08:30:00.000Z","1522"
"2024-01-15T08:30:00.000Z","2024-01-15T08:45:00.000Z","1583"
"2024-01-15T08:45:00.000Z","2024-01-15T09:00:00.000Z","1598"
"2024-01-15T09:00:00.000Z","2024-01-15T10:00:00.000Z","1490.7"
"2024-01-15T09:15:00.000Z","2024-01-15T09:30:00.000Z","1575"
"2024-01-15T09:30:00.000Z","2024-01-15T09:45:00.000Z","1582"
"2024-01-15T09:45:00.000Z","2024-01-15T10:00:00.000Z","1593"
"2024-01-15T10:00:00.000Z","2024-01-15T11:00:00.000Z","1368.4"
"2024-01-15T10:15:00.000Z","2024-01-15T10:30:00.000Z","1532"
"2024-01-15T10:30:00.000Z","2024-01-15T10:45:00.000Z","1538"
"2024-01-15T10:45:00.000Z","2024-01-15T11:00:00.000Z","1553"
"2024-01-15T11:00:00.000Z","2024-01-15T12:00:00.000Z","1135.9"
"2024-01-15T11:15:00.000Z","2024-01-15T11:30:00.000Z","1511"
"2024-01-15T11:30:00.000Z","2024-01-15T11:45:00.000Z","1485"
"2024-01-15T11:45:00.000Z","2024-01-15T12:00:00.000Z","1485"
"2024-01-15T12:00:00.000Z","2024-01-15T13:00:00.000Z","1052.8"
"2024-01-15T12:15:00.000Z","2024-01-15T12:30:00.000Z","1458"
"2024-01-15T12:30:00.000Z","2024-01-15T12:45:00.000Z","1444"
"2024-01-15T12:45:00.000Z","2024-01-15T13:00:00.000Z","1176"
"2024-01-15T13:00:00.000Z","2024-01-15T14:00:00.000Z","1061.3"
"2024-01-15T13:15:00.000Z","2024-01-15T13:30:00.000Z","1186"
"2024-01-15T13:30:00.000Z","2024-01-15T13:45:00.000Z","1113"
"2024-01-15T13:45:00.000Z","2024-01-15T14:00:00.000Z","1095"
"2024-01-15T14:00:00.000Z","2024-01-15T15:00:00.000Z","1048.8"
"2024-01-15T14:15:00.000Z","2024-01-15T14:30:00.000Z","1044"
"2024-01-15T14:30:00.000Z","2024-01-15T14:45:00.000Z","1035"
"2024-01-15T14:45:00.000Z","2024-01-15T15:00:00.000Z","1065"
"2024-01-15T15:00:00.000Z","2024-01-15T16:00:00.000Z","1021.7"
"2024-01-15T15:15:00.000Z","2024-01-15T15:30:00.000Z","1071"
