"Start time UTC","End time UTC","Solar power generation forecast - updated every 15 minutes"
"2023-12-15T15:45:00.000Z","2023-12-15T16:00:00.000Z","0"
"2023-12-15T16:00:00.000Z","2023-12-15T16:15:00.000Z","0"
"2023-12-15T16:15:00.000Z","2023-12-15T16:30:00.000Z","0"
"2023-12-15T16:30:00.000Z","2023-12-15T16:45:00.000Z","0"
"2023-12-15T16:45:00.000Z","2023-12-15T17:00:00.000Z","0"
"2023-12-15T17:00:00.000Z","2023-12-15T17:15:00.000Z","0"
"2023-12-15T17:15:00.000Z","2023-12-15T17:30:00.000Z","0"
"2023-12-15T17:30:00.000Z","2023-12-15T17:45:00.000Z","0"
"2023-12-15T17:45:00.000Z","2023-12-15T18:00:00.000Z","0"
"2023-12-15T18:00:00.000Z","2023-12-15T18:15:00.000Z","0"
"2023-12-15T18:15:00.000Z","2023-12-15T18:30:00.000Z","0"
"2023-12-15T18:30:00.000Z","2023-12-15T18:45:00.000Z","0"
"2023-12-15T18:45:00.000Z","2023-12-15T19:00:00.000Z","0"
"2023-12-15T19:00:00.000Z","2023-12-15T19:15:00.000Z","0"
"2023-12-15T19:15:00.000Z","2023-12-15T19:30:00.000Z","0"
"2023-12-15T19:30:00.000Z","2023-12-15T19:45:00.000Z","0"
"2023-12-15T19:45:00.000Z","2023-12-15T20:00:00.000Z","0"
"2023-12-15T20:00:00.000Z","2023-12-15T20:15:00.000Z","0"
"2023-12-15T20:15:00.000Z","2023-12-15T20:30:00.000Z","0"
"2023-12-15T20:30:00.000Z","2023-12-15T20:45:00.000Z","0"
"2023-12-15T20:45:00.000Z","2023-12-15T21:00:00.000Z","0"
"2023-12-15T21:00:00.000Z","2023-12-15T21:15:00.000Z","0"
"2023-12-15T21:15:00.000Z","2023-12-15T21:30:00.000Z","0"
"2023-12-15T21:30:00.000Z","2023-12-15T21:45:00.000Z","0"
"2023-12-15T21:45:00.000Z","2023-12-15T22:00:00.000Z","0"
"2023-12-15T22:00:00.000Z","2023-12-15T22:15:00.000Z","0"
"2023-12-15T22:15:00.000Z","2023-12-15T22:30:00.000Z","0"
"2023-12-15T22:30:00.000Z","2023-12-15T22:45:00.000Z","0"
"2023-12-15T22:45:00.000Z","2023-12-15T23:00:00.000Z","0"
"2023-12-15T23:00:00.000Z","2023-12-15T23:15:00.000Z","0"
"2023-12-15T23:15:00.000Z","2023-12-15T23:30:00.000Z","0"
"2023-12-15T23:30:00.000Z","2023-12-15T23:45:00.000Z","0"
"2023-12-15T23:45:00.000Z","2023-12-16T00:00:00.000Z","0"
"2023-12-16T00:00:00.000Z","2023-12-16T00:15:00.000Z","0"
"2023-12-16T00:15:00.000Z","2023-12-16T00:30:00.000Z","0"
"2023-12-16T00:30:00.000Z","2023-12-16T00:45:00.000Z","0"
"2023-12-16T00:45:00.000Z","2023-12-16T01:00:00.000Z","0"
"2023-12-16T01:00:00.000Z","2023-12-16T01:15:00.000Z","0"
"2023-12-16T01:15:00.000Z","2023-12-16T01:30:00.000Z","0"
"2023-12-16T01:30:00.000Z","2023-12-16T01:45:00.000Z","0"
"2023-12-16T01:45:00.000Z","2023-12-16T02:00:00.000Z","0"
"2023-12-16T02:00:00.000Z","2023-12-16T02:15:00.000Z","0"
"2023-12-16T02:15:00.000Z","2023-12-16T02:30:00.000Z","0"
"2023-12-16T02:30:00.000Z","2023-12-16T02:45:00.000Z","0"
"2023-12-16T02:45:00.000Z","2023-12-16T03:00:00.000Z","0"
"2023-12-16T03:00:00.000Z","2023-12-16T03:15:00.000Z","0"
"2023-12-16T03:15:00.000Z","2023-12-16T03:30:00.000Z","0"
"2023-12-16T03:30:00.000Z","2023-12-16T03:45:00.000Z","0"
"2023-12-16T03:45:00.000Z","2023-12-16T04:00:00.000Z","0"
"2023-12-16T04:00:00.000Z","2023-12-16T04:15:00.000Z","0"
"2023-12-16T04:15:00.000Z","2023-12-16T04:30:00.000Z","0"
"2023-12-16T04:30:00.000Z","2023-12-16T04:45:00.000Z","0"
"2023-12-16T04:45:00.000Z","2023-12-16T05:00:00.000Z","0"
"2023-12-16T05:00:00.000Z","2023-12-16T05:15:00.000Z","0"
"2023-12-16T05:15:00.000Z","2023-12-16T05:30:00.000Z","0"
"2023-12-16T05:30:00.000Z","2023-12-16T05:45:00.000Z","0"
"2023-12-16T05:45:00.000Z","2023-12-16T06:00:00.000Z","0"
"2023-12-16T06:00:00.000Z","2023-12-16T06:15:00.000Z","0"
"2023-12-16T06:15:00.000Z","2023-12-16T06:30:00.000Z","0"
"2023-12-16T06:30:00.000Z","2023-12-16T06:45:00.000Z","0"
"2023-12-16T06:45:00.000Z","2023-12-16T07:00:00.000Z","0"
"2023-12-16T07:00:00.000Z","2023-12-16T07:15:00.000Z","0"
"2023-12-16T07:15:00.000Z","2023-12-16T07:30:00.000Z","0"
"2023-12-16T07:30:00.000Z","2023-12-16T07:45:00.000Z","0"
"2023-12-16T07:45:00.000Z","2023-12-16T08:00:00.000Z","0.1"
"2023-12-16T08:00:00.000Z","2023-12-16T08:15:00.000Z","0.1"
"2023-12-16T08:15:00.000Z","2023-12-16T08:30:00.000Z","0.3"
"2023-12-16T08:30:00.000Z","2023-12-16T08:45:00.000Z","0.3"
"2023-12-16T08:45:00.000Z","2023-12-16T09:00:00.000Z","0.4"
"2023-12-16T09:00:00.000Z","2023-12-16T09:15:00.000Z","2.8"
"2023-12-16T09:15:00.000Z","2023-12-16T09:30:00.000Z","10.4"
"2023-12-16T09:30:00.000Z","2023-12-16T09:45:00.000Z","10.4"
"2023-12-16T09:45:00.000Z","2023-12-16T10:00:00.000Z","10.5"
"2023-12-16T10:00:00.000Z","2023-12-16T10:15:00.000Z","11.7"
"2023-12-16T10:15:00.000Z","2023-12-16T10:30:00.000Z","18.3"
"2023-12-16T10:30:00.000Z","2023-12-16T10:45:00.000Z","17.8"
"2023-12-16T10:45:00.000Z","2023-12-16T11:00:00.000Z","16.8"
"2023-12-16T11:00:00.000Z","2023-12-16T11:15:00.000Z","15"
"2023-12-16T11:15:00.000Z","2023-12-16T11:30:00.000Z","13.9"
"2023-12-16T11:30:00.000Z","2023-12-16T11:45:00.000Z","13.1"
"2023-12-16T11:45:00.000Z","2023-12-16T12:00:00.000Z","12"
"2023-12-16T12:00:00.000Z","2023-12-16T12:15:00.000Z","9"
"2023-12-16T12:15:00.000Z","2023-12-16T12:30:00.000Z","0"
"2023-12-16T12:30:00.000Z","2023-12-16T12:45:00.000Z","0"
"2023-12-16T12:45:00.000Z","2023-12-16T13:00:00.000Z","0"
"2023-12-16T13:00:00.000Z","2023-12-16T13:15:00.000Z","0"
"2023-12-16T13:15:00.000Z","2023-12-16T13:30:00.000Z","0"
"2023-12-16T13:30:00.000Z","2023-12-16T13:45:00.000Z","0"
"2023-12-16T13:45:00.000Z","2023-12-16T14:00:00.000Z","0"
"2023-12-16T14:00:00.000Z","2023-12-16T14:15:00.000Z","0"
"2023-12-16T14:15:00.000Z","2023-12-16T14:30:00.000Z","0"
"2023-12-16T14:30:00.000Z","2023-12-16T14:45:00.000Z","0"
"2023-12-16T14:45:00.000Z","2023-12-16T15:00:00.000Z","0"
"2023-12-16T15:00:00.000Z","2023-12-16T15:15:00.000Z","0"
"2023-12-16T15:15:00.000Z","2023-12-16T15:30:00.000Z","0"
"2023-12-16T15:30:00.000Z","2023-12-16T15:45:00.000Z","0"
"2023-12-16T15:45:00.000Z","2023-12-16T16:00:00.000Z","0"
"2023-12-16T16:00:00.000Z","2023-12-16T16:15:00.000Z","0"
"2023-12-16T16:15:00.000Z","2023-12-16T16:30:00.000Z","0"
"2023-12-16T16:30:00.000Z","2023-12-16T16:45:00.000Z","0"
"2023-12-16T16:45:00.000Z","2023-12-16T17:00:00.000Z","0"
"2023-12-16T17:00:00.000Z","2023-12-16T17:15:00.000Z","0"
"2023-12-16T17:15:00.000Z","2023-12-16T17:30:00.000Z","0"
"2023-12-16T17:30:00.000Z","2023-12-16T17:45:00.000Z","0"
"2023-12-16T17:45:00.000Z","2023-12-16T18:00:00.000Z","0"
"2023-12-16T18:00:00.000Z","2023-12-16T18:15:00.000Z","0"
"2023-12-16T18:15:00.000Z","2023-12-16T18:30:00.000Z","0"
"2023-12-16T18:30:00.000Z","2023-12-16T18:45:00.000Z","0"
"2023-12-16T18:45:00.000Z","2023-12-16T19:00:00.000Z","0"
"2023-12-16T19:00:00.000Z","2023-12-16T19:15:00.000Z","0"
"2023-12-16T19:15:00.000Z","2023-12-16T19:30:00.000Z","0"
"2023-12-16T19:30:00.000Z","2023-12-16T19:45:00.000Z","0"
"2023-12-16T19:45:00.000Z","2023-12-16T20:00:00.000Z","0"
"2023-12-16T20:00:00.000Z","2023-12-16T20:15:00.000Z","0"
"2023-12-16T20:15:00.000Z","2023-12-16T20:30:00.000Z","0"
"2023-12-16T20:30:00.000Z","2023-12-16T20:45:00.000Z","0"
"2023-12-16T20:45:00.000Z","2023-12-16T21:00:00.000Z","0"
"2023-12-16T21:00:00.000Z","2023-12-16T21:15:00.000Z","0"
"2023-12-16T21:15:00.000Z","2023-12-16T21:30:00.000Z","0"
"2023-12-16T21:30:00.000Z","2023-12-16T21:45:00.000Z","0"
"2023-12-16T21:45:00.000Z","2023-12-16T22:00:00.000Z","0"
"2023-12-16T22:00:00.000Z","2023-12-16T22:15:00.000Z","0"
"2023-12-16T22:15:00.000Z","2023-12-16T22:30:00.000Z","0"
"2023-12-16T22:30:00.000Z","2023-12-16T22:45:00.000Z","0"
"2023-12-16T22:45:00.000Z","2023-12-16T23:00:00.000Z","0"
"2023-12-16T23:00:00.000Z","2023-12-16T23:15:00.000Z","0"
"2023-12-16T23:15:00.000Z","2023-12-16T23:30:00.000Z","0"
"2023-12-16T23:30:00.000Z","2023-12-16T23:45:00.000Z","0"
"2023-12-16T23:45:00.000Z","2023-12-17T00:00:00.000Z","0"
"2023-12-17T00:00:00.000Z","2023-12-17T00:15:00.000Z","0"
"2023-12-17T00:15:00.000Z","2023-12-17T00:30:00.000Z","0"
"2023-12-17T00:30:00.000Z","2023-12-17T00:45:00.000Z","0"
"2023-12-17T00:45:00.000Z","2023-12-17T01:00:00.000Z","0"
"2023-12-17T01:00:00.000Z","2023-12-17T01:15:00.000Z","0"
"2023-12-17T01:15:00.000Z","2023-12-17T01:30:00.000Z","0"
"2023-12-17T01:30:00.000Z","2023-12-17T01:45:00.000Z","0"
"2023-12-17T01:45:00.000Z","2023-12-17T02:00:00.000Z","0"
"2023-12-17T02:00:00.000Z","2023-12-17T02:15:00.000Z","0"
"2023-12-17T02:15:00.000Z","2023-12-17T02:30:00.000Z","0"
"2023-12-17T02:30:00.000Z","2023-12-17T02:45:00.000Z","0"
"2023-12-17T02:45:00.000Z","2023-12-17T03:00:00.000Z","0"
"2023-12-17T03:00:00.000Z","2023-12-17T03:15:00.000Z","0"
"2023-12-17T03:15:00.000Z","2023-12-17T03:30:00.000Z","0"
"2023-12-17T03:30:00.000Z","2023-12-17T03:45:00.000Z","0"
"2023-12-17T03:45:00.000Z","2023-12-17T04:00:00.000Z","0"
"2023-12-17T04:00:00.000Z","2023-12-17T04:15:00.000Z","0"
"2023-12-17T04:15:00.000Z","2023-12-17T04:30:00.000Z","0"
"2023-12-17T04:30:00.000Z","2023-12-17T04:45:00.000Z","0"
"2023-12-17T04:45:00.000Z","2023-12-17T05:00:00.000Z","0"
"2023-12-17T05:00:00.000Z","2023-12-17T05:15:00.000Z","0"
"2023-12-17T05:15:00.000Z","2023-12-17T05:30:00.000Z","0"
"2023-12-17T05:30:00.000Z","2023-12-17T05:45:00.000Z","0"
"2023-12-17T05:45:00.000Z","2023-12-17T06:00:00.000Z","0"
"2023-12-17T06:00:00.000Z","2023-12-17T06:15:00.000Z","0"
"2023-12-17T06:15:00.000Z","2023-12-17T06:30:00.000Z","0"
"2023-12-17T06:30:00.000Z","2023-12-17T06:45:00.000Z","0"
"2023-12-17T06:45:00.000Z","2023-12-17T07:00:00.000Z","0.2"
"2023-12-17T07:00:00.000Z","2023-12-17T07:15:00.000Z","0"
"2023-12-17T07:15:00.000Z","2023-12-17T07:30:00.000Z","0"
"2023-12-17T07:30:00.000Z","2023-12-17T07:45:00.000Z","0"
"2023-12-17T07:45:00.000Z","2023-12-17T08:00:00.000Z","0.4"
"2023-12-17T08:00:00.000Z","2023-12-17T08:15:00.000Z","1.7"
"2023-12-17T08:15:00.000Z","2023-12-17T08:30:00.000Z","5.6"
"2023-12-17T08:30:00.000Z","2023-12-17T08:45:00.000Z","6.4"
"2023-12-17T08:45:00.000Z","2023-12-17T09:00:00.000Z","7.8"
"2023-12-17T09:00:00.000Z","2023-12-17T09:15:00.000Z","14.1"
"2023-12-17T09:15:00.000Z","2023-12-17T09:30:00.000Z","33.1"
"2023-12-17T09:30:00.000Z","2023-12-17T09:45:00.000Z","33.6"
"2023-12-17T09:45:00.000Z","2023-12-17T10:00:00.000Z","34.3"
"2023-12-17T10:00:00.000Z","2023-12-17T10:15:00.000Z","36.9"
"2023-12-17T10:15:00.000Z","2023-12-17T10:30:00.000Z","44.9"
"2023-12-17T10:30:00.000Z","2023-12-17T10:45:00.000Z","44.2"
"2023-12-17T10:45:00.000Z","2023-12-17T11:00:00.000Z","42.7"
"2023-12-17T11:00:00.000Z","2023-12-17T11:15:00.000Z","40.9"
"2023-12-17T11:15:00.000Z","2023-12-17T11:30:00.000Z","36.7"
"2023-12-17T11:30:00.000Z","2023-12-17T11:45:00.000Z","34.7"
"2023-12-17T11:45:00.000Z","2023-12-17T12:00:00.000Z","31.7"
"2023-12-17T12:00:00.000Z","2023-12-17T12:15:00.000Z","23.8"
"2023-12-17T12:15:00.000Z","2023-12-17T12:30:00.000Z","0"
"2023-12-17T12:30:00.000Z","2023-12-17T12:45:00.000Z","0"
"2023-12-17T12:45:00.000Z","2023-12-17T13:00:00.000Z","0"
"2023-12-17T13:00:00.000Z","2023-12-17T13:15:00.000Z","0"
"2023-12-17T13:15:00.000Z","2023-12-17T13:30:00.000Z","0"
"2023-12-17T13:30:00.000Z","2023-12-17T13:45:00.000Z","0"
"2023-12-17T13:45:00.000Z","2023-12-17T14:00:00.000Z","0"
"2023-12-17T14:00:00.000Z","2023-12-17T14:15:00.000Z","0"
"2023-12-17T14:15:00.000Z","2023-12-17T14:30:00.000Z","0"
"2023-12-17T14:30:00.000Z","2023-12-17T14:45:00.000Z","0"
"2023-12-17T14:45:00.000Z","2023-12-17T15:00:00.000Z","0"
"2023-12-17T15:00:00.000Z","2023-12-17T15:15:00.000Z","0"
"2023-12-17T15:15:00.000Z","2023-12-17T15:30:00.000Z","0"
"2023-12-17T15:30:00.000Z","2023-12-17T15:45:00.000Z","0"
"2023-12-17T15:45:00.000Z","2023-12-17T16:00:00.000Z","0"
"2023-12-17T16:00:00.000Z","2023-12-17T16:15:00.000Z","0"
"2023-12-17T16:15:00.000Z","2023-12-17T16:30:00.000Z","0"
"2023-12-17T16:30:00.000Z","2023-12-17T16:45:00.000Z","0"
"2023-12-17T16:45:00.000Z","2023-12-17T17:00:00.000Z","0"
"2023-12-17T17:00:00.000Z","2023-12-17T17:15:00.000Z","0"
"2023-12-17T17:15:00.000Z","2023-12-17T17:30:00.000Z","0"
"2023-12-17T17:30:00.000Z","2023-12-17T17:45:00.000Z","0"
"2023-12-17T17:45:00.000Z","2023-12-17T18:00:00.000Z","0"
"2023-12-17T18:00:00.000Z","2023-12-17T18:15:00.000Z","0"
"2023-12-17T18:15:00.000Z","2023-12-17T18:30:00.000Z","0"
"2023-12-17T18:30:00.000Z","2023-12-17T18:45:00.000Z","0"
"2023-12-17T18:45:00.000Z","2023-12-17T19:00:00.000Z","0"
"2023-12-17T19:00:00.000Z","2023-12-17T19:15:00.000Z","0"
"2023-12-17T19:15:00.000Z","2023-12-17T19:30:00.000Z","0"
"2023-12-17T19:30:00.000Z","2023-12-17T19:45:00.000Z","0"
"2023-12-17T19:45:00.000Z","2023-12-17T20:00:00.000Z","0"
"2023-12-17T20:00:00.000Z","2023-12-17T20:15:00.000Z","0"
"2023-12-17T20:15:00.000Z","2023-12-17T20:30:00.000Z","0"
"2023-12-17T20:30:00.000Z","2023-12-17T20:45:00.000Z","0"
"2023-12-17T20:45:00.000Z","2023-12-17T21:00:00.000Z","0"
"2023-12-17T21:00:00.000Z","2023-12-17T21:15:00.000Z","0"
"2023-12-17T21:15:00.000Z","2023-12-17T21:30:00.000Z","0"
"2023-12-17T21:30:00.000Z","2023-12-17T21:45:00.000Z","0"
"2023-12-17T21:45:00.000Z","2023-12-17T22:00:00.000Z","0"
"2023-12-17T22:00:00.000Z","2023-12-17T22:15:00.000Z","0"
"2023-12-17T22:15:00.000Z","2023-12-17T22:30:00.000Z","0"
"2023-12-17T22:30:00.000Z","2023-12-17T22:45:00.000Z","0"
"2023-12-17T22:45:00.000Z","2023-12-17T23:00:00.000Z","0"
"2023-12-17T23:00:00.000Z","2023-12-17T23:15:00.000Z","0"
"2023-12-17T23:15:00.000Z","2023-12-17T23:30:00.000Z","0"
"2023-12-17T23:30:00.000Z","2023-12-17T23:45:00.000Z","0"
"2023-12-17T23:45:00.000Z","2023-12-18T00:00:00.000Z","0"
"2023-12-18T00:00:00.000Z","2023-12-18T00:15:00.000Z","0"
"2023-12-18T00:15:00.000Z","2023-12-18T00:30:00.000Z","0"
"2023-12-18T00:30:00.000Z","2023-12-18T00:45:00.000Z","0"
"2023-12-18T00:45:00.000Z","2023-12-18T01:00:00.000Z","0"
"2023-12-18T01:00:00.000Z","2023-12-18T01:15:00.000Z","0"
"2023-12-18T01:15:00.000Z","2023-12-18T01:30:00.000Z","0"
"2023-12-18T01:30:00.000Z","2023-12-18T01:45:00.000Z","0"
"2023-12-18T01:45:00.000Z","2023-12-18T02:00:00.000Z","0"
"2023-12-18T02:00:00.000Z","2023-12-18T02:15:00.000Z","0"
"2023-12-18T02:15:00.000Z","2023-12-18T02:30:00.000Z","0"
"2023-12-18T02:30:00.000Z","2023-12-18T02:45:00.000Z","0"
"2023-12-18T02:45:00.000Z","2023-12-18T03:00:00.000Z","0"
"2023-12-18T03:00:00.000Z","2023-12-18T03:15:00.000Z","0"
"2023-12-18T03:15:00.000Z","2023-12-18T03:30:00.000Z","0"
"2023-12-18T03:30:00.000Z","2023-12-18T03:45:00.000Z","0"
"2023-12-18T03:45:00.000Z","2023-12-18T04:00:00.000Z","0"
"2023-12-18T04:00:00.000Z","2023-12-18T04:15:00.000Z","0"
"2023-12-18T04:15:00.000Z","2023-12-18T04:30:00.000Z","0"
"2023-12-18T04:30:00.000Z","2023-12-18T04:45:00.000Z","0"
"2023-12-18T04:45:00.000Z","2023-12-18T05:00:00.000Z","0"
"2023-12-18T05:00:00.000Z","2023-12-18T05:15:00.000Z","0"
"2023-12-18T05:15:00.000Z","2023-12-18T05:30:00.000Z","0"
"2023-12-18T05:30:00.000Z","2023-12-18T05:45:00.000Z","0"
"2023-12-18T05:45:00.000Z","2023-12-18T06:00:00.000Z","0"
"2023-12-18T06:00:00.000Z","2023-12-18T06:15:00.000Z","0"
"2023-12-18T06:15:00.000Z","2023-12-18T06:30:00.000Z","0"
"2023-12-18T06:30:00.000Z","2023-12-18T06:45:00.000Z","0"
"2023-12-18T06:45:00.000Z","2023-12-18T07:00:00.000Z","0"
"2023-12-18T07:00:00.000Z","2023-12-18T07:15:00.000Z","0"
"2023-12-18T07:15:00.000Z","2023-12-18T07:30:00.000Z","0"
"2023-12-18T07:30:00.000Z","2023-12-18T07:45:00.000Z","0"
"2023-12-18T07:45:00.000Z","2023-12-18T08:00:00.000Z","0.3"
"2023-12-18T08:00:00.000Z","2023-12-18T08:15:00.000Z","0"
"2023-12-18T08:15:00.000Z","2023-12-18T08:30:00.000Z","0.6"
"2023-12-18T08:30:00.000Z","2023-12-18T08:45:00.000Z","0.6"
"2023-12-18T08:45:00.000Z","2023-12-18T09:00:00.000Z","0.8"
"2023-12-18T09:00:00.000Z","2023-12-18T09:15:00.000Z","5"
"2023-12-18T09:15:00.000Z","2023-12-18T09:30:00.000Z","23.9"
"2023-12-18T09:30:00.000Z","2023-12-18T09:45:00.000Z","24.5"
"2023-12-18T09:45:00.000Z","2023-12-18T10:00:00.000Z","25.2"
"2023-12-18T10:00:00.000Z","2023-12-18T10:15:00.000Z","28.5"
"2023-12-18T10:15:00.000Z","2023-12-18T10:30:00.000Z","40.1"
"2023-12-18T10:30:00.000Z","2023-12-18T10:45:00.000Z","39.5"
"2023-12-18T10:45:00.000Z","2023-12-18T11:00:00.000Z","38.1"
"2023-12-18T11:00:00.000Z","2023-12-18T11:15:00.000Z","36.4"
"2023-12-18T11:15:00.000Z","2023-12-18T11:30:00.000Z","31.9"
"2023-12-18T11:30:00.000Z","2023-12-18T11:45:00.000Z","30.2"
"2023-12-18T11:45:00.000Z","2023-12-18T12:00:00.000Z","27.6"
"2023-12-18T12:00:00.000Z","2023-12-18T12:15:00.000Z","20.7"
"2023-12-18T12:15:00.000Z","2023-12-18T12:30:00.000Z","0"
"2023-12-18T12:30:00.000Z","2023-12-18T12:45:00.000Z","0"
"2023-12-18T12:45:00.000Z","2023-12-18T13:00:00.000Z","0"
"2023-12-18T13:00:00.000Z","2023-12-18T13:15:00.000Z","0"
"2023-12-18T13:15:00.000Z","2023-12-18T13:30:00.000Z","0"
"2023-12-18T13:30:00.000Z","2023-12-18T13:45:00.000Z","0"
"2023-12-18T13:45:00.000Z","2023-12-18T14:00:00.000Z","0"
"2023-12-18T14:00:00.000Z","2023-12-18T14:15:00.000Z","0"
"2023-12-18T14:15:00.000Z","2023-12-18T14:30:00.000Z","0"
"2023-12-18T14:30:00.000Z","2023-12-18T14:45:00.000Z","0"
"2023-12-18T14:45:00.000Z","2023-12-18T15:00:00.000Z","0"
"2023-12-18T15:00:00.000Z","2023-12-18T15:15:00.000Z","0"
"2023-12-18T15:15:00.000Z","2023-12-18T15:30:00.000Z","0"
"2023-12-18T15:30:00.000Z","2023-12-18T15:45:00.000Z","0"
"2023-12-18T15:45:00.000Z","2023-12-18T16:00:00.000Z","0"
"2023-12-18T16:00:00.000Z","2023-12-18T16:15:00.000Z","0"
"2023-12-18T16:15:00.000Z","2023-12-18T16:30:00.000Z","0"
"2023-12-18T16:30:00.000Z","2023-12-18T16:45:00.000Z","0"
"2023-12-18T16:45:00.000Z","2023-12-18T17:00:00.000Z","0"
"2023-12-18T17:00:00.000Z","2023-12-18T17:15:00.000Z","0"
"2023-12-18T17:15:00.000Z","2023-12-18T17:30:00.000Z","0"
"2023-12-18T17:30:00.000Z","2023-12-18T17:45:00.000Z","0"
"2023-12-18T17:45:00.000Z","2023-12-18T18:00:00.000Z","0"
"2023-12-18T18:00:00.000Z","2023-12-18T18:15:00.000Z","0"
"2023-12-18T18:15:00.000Z","2023-12-18T18:30:00.000Z","0"
"2023-12-18T18:30:00.000Z","2023-12-18T18:45:00.000Z","0"
"2023-12-18T18:45:00.000Z","2023-12-18T19:00:00.000Z","0"
"2023-12-18T19:00:00.000Z","2023-12-18T19:15:00.000Z","0"
"2023-12-18T19:15:00.000Z","2023-12-18T19:30:00.000Z","0"
"2023-12-18T19:30:00.000Z","2023-12-18T19:45:00.000Z","0"
"2023-12-18T19:45:00.000Z","2023-12-18T20:00:00.000Z","0"
"2023-12-18T20:00:00.000Z","2023-12-18T20:15:00.000Z","0"
"2023-12-18T20:15:00.000Z","2023-12-18T20:30:00.000Z","0"
"2023-12-18T20:30:00.000Z","2023-12-18T20:45:00.000Z","0"
"2023-12-18T20:45:00.000Z","2023-12-18T21:00:00.000Z","0"
"2023-12-18T21:00:00.000Z","2023-12-18T21:15:00.000Z","0"
"2023-12-18T21:15:00.000Z","2023-12-18T21:30:00.000Z","0"
"2023-12-18T21:30:00.000Z","2023-12-18T21:45:00.000Z","0"
"2023-12-18T21:45:00.000Z","2023-12-18T22:00:00.000Z","0"
"2023-12-18T22:00:00.000Z","2023-12-18T22:15:00.000Z","0"
"2023-12-18T22:15:00.000Z","2023-12-18T22:30:00.000Z","0"
"2023-12-18T22:30:00.000Z","2023-12-18T22:45:00.000Z","0"
"2023-12-18T22:45:00.000Z","2023-12-18T23:00:00.000Z","0"
"2023-12-18T23:00:00.000Z","2023-12-18T23:15:00.000Z","0"
"2023-12-18T23:15:00.000Z","2023-12-18T23:30:00.000Z","0"
"2023-12-18T23:30:00.000Z","2023-12-18T23:45:00.000Z","0"
"2023-12-18T23:45:00.000Z","2023-12-19T00:00:00.000Z","0"
"2023-12-19T00:00:00.000Z","2023-12-19T00:15:00.000Z","0"
"2023-12-19T00:15:00.000Z","2023-12-19T00:30:00.000Z","0"
"2023-12-19T00:30:00.000Z","2023-12-19T00:45:00.000Z","0"
"2023-12-19T00:45:00.000Z","2023-12-19T01:00:00.000Z","0"
"2023-12-19T01:00:00.000Z","2023-12-19T01:15:00.000Z","0"
"2023-12-19T01:15:00.000Z","2023-12-19T01:30:00.000Z","0"
"2023-12-19T01:30:00.000Z","2023-12-19T01:45:00.000Z","0"
"2023-12-19T01:45:00.000Z","2023-12-19T02:00:00.000Z","0"
"2023-12-19T02:00:00.000Z","2023-12-19T02:15:00.000Z","0"
"2023-12-19T02:15:00.000Z","2023-12-19T02:30:00.000Z","0"
"2023-12-19T02:30:00.000Z","2023-12-19T02:45:00.000Z","0"
"2023-12-19T02:45:00.000Z","2023-12-19T03:00:00.000Z","0"
"2023-12-19T03:00:00.000Z","2023-12-19T03:15:00.000Z","0"
"2023-12-19T03:15:00.000Z","2023-12-19T03:30:00.000Z","0"
"2023-12-19T03:30:00.000Z","2023-12-19T03:45:00.000Z","0"
"2023-12-19T03:45:00.000Z","2023-12-19T04:00:00.000Z","0"
"2023-12-19T04:00:00.000Z","2023-12-19T04:15:00.000Z","0"
"2023-12-19T04:15:00.000Z","2023-12-19T04:30:00.000Z","0"
"2023-12-19T04:30:00.000Z","2023-12-19T04:45:00.000Z","0"
"2023-12-19T04:45:00.000Z","2023-12-19T05:00:00.000Z","0"
"2023-12-19T05:00:00.000Z","2023-12-19T05:15:00.000Z","0"
"2023-12-19T05:15:00.000Z","2023-12-19T05:30:00.000Z","0"
"2023-12-19T05:30:00.000Z","2023-12-19T05:45:00.000Z","0"
"2023-12-19T05:45:00.000Z","2023-12-19T06:00:00.000Z","0"
"2023-12-19T06:00:00.000Z","2023-12-19T06:15:00.000Z","0"
"2023-12-19T06:15:00.000Z","2023-12-19T06:30:00.000Z","0"
"2023-12-19T06:30:00.000Z","2023-12-19T06:45:00.000Z","0"
"2023-12-19T06:45:00.000Z","2023-12-19T07:00:00.000Z","0.1"
"2023-12-19T07:00:00.000Z","2023-12-19T07:15:00.000Z","0"
"2023-12-19T07:15:00.000Z","2023-12-19T07:30:00.000Z","0"
"2023-12-19T07:30:00.000Z","2023-12-19T07:45:00.000Z","0"
"2023-12-19T07:45:00.000Z","2023-12-19T08:00:00.000Z","0.4"
"2023-12-19T08:00:00.000Z","2023-12-19T08:15:00.000Z","1.4"
"2023-12-19T08:15:00.000Z","2023-12-19T08:30:00.000Z","6.8"
"2023-12-19T08:30:00.000Z","2023-12-19T08:45:00.000Z","7.7"
"2023-12-19T08:45:00.000Z","2023-12-19T09:00:00.000Z","9.4"
"2023-12-19T09:00:00.000Z","2023-12-19T09:15:00.000Z","15.3"
"2023-12-19T09:15:00.000Z","2023-12-19T09:30:00.000Z","31.6"
"2023-12-19T09:30:00.000Z","2023-12-19T09:45:00.000Z","32.3"
"2023-12-19T09:45:00.000Z","2023-12-19T10:00:00.000Z","33.3"
"2023-12-19T10:00:00.000Z","2023-12-19T10:15:00.000Z","36.9"
"2023-12-19T10:15:00.000Z","2023-12-19T10:30:00.000Z","47.8"
"2023-12-19T10:30:00.000Z","2023-12-19T10:45:00.000Z","47.1"
